epoch,train_loss,train_anchor_exact,train_anchor_within_1,train_local_capture,train_full_raw_mse,val_loss,val_anchor_exact,val_anchor_within_1,val_local_capture,val_full_raw_mse,replay_ai_vs_zero_db,replay_ai_to_h5_gap_db,lr,seconds
1,6796.847333984375,0.06729166666666667,0.18958333333333333,0.4877878725528717,0.06124313175678253,476.0201611328125,0.08166666666666667,0.26416666666666666,0.6032337546348572,0.004868011176586151,,,0.0008,5.1773340702056885
2,1388.92681640625,0.08625,0.27,0.6019750833511353,0.013038129545748234,53.66992630004883,0.1,0.2975,0.6068907976150513,0.0005385985318571329,,,0.0008,3.0436172485351562
3,531.7058862304688,0.0975,0.28229166666666666,0.6029300093650818,0.004909494426101446,27.953402404785155,0.1075,0.2925,0.6167327761650085,0.00023791039770003407,,,0.0008,3.218914270401001
4,304.7403228759766,0.09625,0.2825,0.606066107749939,0.002678269986063242,11.586684112548829,0.09333333333333334,0.2841666666666667,0.6229326128959656,0.00010292607446899638,,,0.0008,3.369946002960205
5,195.58364013671874,0.09875,0.2866666666666667,0.6119635105133057,0.0016780267469584942,10.725434799194336,0.1025,0.2966666666666667,0.6014891266822815,6.431266985600814e-05,-5.648210660934474,32.06472805161641,0.0008,14.530683279037476
6,133.76675750732423,0.09895833333333333,0.284375,0.6073462963104248,0.001133130630478263,7.466845207214355,0.10666666666666667,0.2891666666666667,0.6174428462982178,4.839044093387201e-05,,,0.0008,3.0351967811584473
7,96.26579711914063,0.1,0.284375,0.6100881099700928,0.0007846535881981254,7.535081176757813,0.10583333333333333,0.28833333333333333,0.6181153655052185,4.815265594515949e-05,,,0.0008,3.6689348220825195
8,68.13805023193359,0.1,0.29291666666666666,0.6104448437690735,0.0005461788969114423,6.492464370727539,0.08666666666666667,0.2833333333333333,0.6222186088562012,3.213601492461748e-05,,,0.0008,3.7427432537078857
9,47.99004592895508,0.09770833333333333,0.28875,0.6063966751098633,0.00036982650635764003,7.174258441925049,0.105,0.28833333333333333,0.6182973384857178,4.259308974724263e-05,,,0.0008,3.852613925933838
10,35.23802009582519,0.09166666666666666,0.28458333333333335,0.6106477975845337,0.0002670871326699853,5.501274242401123,0.105,0.28833333333333333,0.6182973384857178,2.8416160566848704e-05,-0.622469882950206,27.03898727363215,0.0004,14.162224769592285
11,27.680355529785157,0.09958333333333333,0.28958333333333336,0.6067847609519958,0.00020420415967237204,5.1645849990844725,0.1075,0.29083333333333333,0.6160270571708679,3.313769993837923e-05,,,0.0004,3.7790017127990723
12,23.529397735595705,0.10666666666666667,0.278125,0.607695996761322,0.0001703136513242498,5.148396034240722,0.105,0.28833333333333333,0.6180487275123596,3.330069506773725e-05,,,0.0004,3.7757952213287354
13,19.905089797973634,0.100625,0.29125,0.6093063354492188,0.00014180864673107862,5.165924243927002,0.105,0.28833333333333333,0.6182973384857178,3.2679590658517556e-05,,,0.0004,3.822087526321411
14,17.153411712646484,0.096875,0.29020833333333335,0.6078833937644958,0.00011954431101912633,4.89476354598999,0.105,0.28833333333333333,0.6183460354804993,2.7029612538171933e-05,,,0.0004,3.679151773452759
