epoch,train_loss,val_loss,train_raw_mse,val_raw_mse,lr,seconds
1,1.2269277262687683,0.9588476872444153,2.116217299771961e-05,1.7059163146768695e-05,0.0008,3.484222650527954
2,1.0862756705284118,0.9527496671676636,1.9143410318065433e-05,1.69742971775122e-05,0.0008,0.4177522659301758
3,1.0554807376861572,0.9495393133163452,1.867697363195475e-05,1.6940202767727898e-05,0.0008,0.3139469623565674
4,1.038155562877655,0.951526997089386,1.8450207171554212e-05,1.6961221408564598e-05,0.0008,0.3515443801879883
5,1.0307204294204713,0.9508561253547668,1.8328455080336426e-05,1.6945489187492056e-05,0.0008,0.31600499153137207
6,1.0270008039474487,0.9494515705108643,1.8254102287755812e-05,1.6935834937612527e-05,0.0008,0.301438570022583
7,1.0212636375427246,0.9500338387489319,1.81912711559562e-05,1.6920699999900533e-05,0.0008,0.31761884689331055
8,1.01855904340744,0.9496665048599243,1.8129357267753222e-05,1.6901208873605355e-05,0.0008,0.31990623474121094
9,1.0136111402511596,0.9478611135482788,1.805969212000491e-05,1.686213036009576e-05,0.0008,0.38347744941711426
10,1.0108930110931396,0.9475723886489869,1.7997458489844575e-05,1.6836608410812913e-05,0.0008,0.4249117374420166
11,1.0067005825042725,0.945117073059082,1.7912587427417748e-05,1.6800238445284776e-05,0.0008,0.43146610260009766
12,1.0024807667732238,0.9429744577407837,1.783857609552797e-05,1.674995459325146e-05,0.0008,0.4216189384460449
13,0.9977304697036743,0.9418157887458801,1.773456362570869e-05,1.6694424703018738e-05,0.0008,0.4006004333496094
14,0.9930744099617005,0.9447044205665588,1.7653383074502927e-05,1.6706993701518513e-05,0.0008,0.42685747146606445
15,0.9916183471679687,0.9430231261253357,1.758810398314381e-05,1.6710740092094055e-05,0.0008,0.40382885932922363
16,0.9835522031784057,0.9446761775016784,1.746570284012705e-05,1.6723906446713956e-05,0.0008,0.41727161407470703
17,0.9774186968803406,0.9463158988952637,1.7368237240589224e-05,1.6745659595471808e-05,0.0008,0.41519713401794434
18,0.9668461561203003,0.9528788304328919,1.720630854833871e-05,1.68103922624141e-05,0.0008,0.40816354751586914
19,0.9547753190994263,0.9560266661643982,1.6978123312583193e-05,1.687157666310668e-05,0.0008,0.4045846462249756
20,0.9412008619308472,0.9652669835090637,1.6770511610957328e-05,1.695044025836978e-05,0.0004,0.420025110244751
21,0.9189653444290161,0.9695957827568055,1.6399687410739716e-05,1.7023170439642854e-05,0.0004,0.5339381694793701
22,0.9096620965003968,0.9812963509559631,1.628113164770184e-05,1.717299033771269e-05,0.0004,0.40692853927612305
23,0.8947410011291503,0.983762629032135,1.6055906780820805e-05,1.722195818729233e-05,0.0004,0.41109418869018555
24,0.8806989693641663,0.9964249539375305,1.581847984198248e-05,1.740452898957301e-05,0.0004,0.41671276092529297
25,0.8696810793876648,0.9931546354293823,1.565945909533184e-05,1.7351741043967194e-05,0.0004,0.4217243194580078
26,0.8572616004943847,1.0198043990135193,1.5509186087001582e-05,1.7755285662133246e-05,0.0004,0.4176015853881836
27,0.8454807710647583,1.0208794093132019,1.5307673202187288e-05,1.777145778760314e-05,0.0002,0.41127777099609375
28,0.8282114052772522,1.0207144594192505,1.506939370301552e-05,1.7777857501641846e-05,0.0002,0.3981757164001465
29,0.8205780291557312,1.0258196020126342,1.4968185350880958e-05,1.785114327503834e-05,0.0002,0.4268066883087158
30,0.8142728137969971,1.032427303791046,1.4891080681991297e-05,1.791932649211958e-05,0.0002,0.4155580997467041
