epoch,train_loss,train_anchor_exact,train_anchor_within_1,train_local_capture,train_full_raw_mse,val_loss,val_anchor_exact,val_anchor_within_1,val_local_capture,val_full_raw_mse,replay_ai_vs_zero_db,replay_ai_to_h5_gap_db,lr,seconds
1,6859.252138671875,0.023958333333333335,0.07895833333333334,0.22016406059265137,0.06488902121782303,635.9775268554688,0.06833333333333333,0.18916666666666668,0.4520733654499054,0.005708441007882357,-26.2590207788039,51.86363219636642,0.0008,7.5190064907073975
