epoch,train_loss,train_anchor_exact,train_anchor_within_1,train_local_capture,train_full_raw_mse,val_loss,val_anchor_exact,val_anchor_within_1,val_local_capture,val_full_raw_mse,replay_ai_vs_zero_db,replay_ai_to_h5_gap_db,lr,seconds
19,7.26645975112915,1.0,1.0,0.7564175724983215,5.064806100563146e-05,1.2806252241134644,1.0,1.0,0.7754288911819458,8.915430371416732e-06,,,0.0004,2.130185604095459
20,6.438852310180664,1.0,1.0,0.7564175724983215,4.47164784418419e-05,1.1439105796813964,1.0,1.0,0.7754288911819458,7.74228527006926e-06,3.8322973555233952,22.58422003515855,0.0004,11.926864624023438
21,5.937534656524658,1.0,1.0,0.7564175128936768,4.062734660692513e-05,1.174909405708313,1.0,1.0,0.7754288911819458,7.891020613897126e-06,,,0.0004,2.5861732959747314
22,5.404535465240478,1.0,1.0,0.7564175724983215,3.663360621430911e-05,1.142472734451294,1.0,1.0,0.7754288911819458,7.802139080013149e-06,,,0.0004,2.1510891914367676
23,4.990544929504394,1.0,1.0,0.7564175724983215,3.329051105538383e-05,1.1788247156143188,1.0,1.0,0.7754288911819458,8.002815666259267e-06,,,0.0004,2.0853238105773926
24,4.625523548126221,1.0,1.0,0.7564175128936768,3.0740295187570155e-05,1.0907429790496825,1.0,1.0,0.7754288911819458,7.614213827764615e-06,,,0.0004,2.12973690032959
25,4.253073015213013,1.0,1.0,0.7564175128936768,2.8243208362255245e-05,1.0892693042755126,1.0,1.0,0.7754288911819458,7.46497305954108e-06,3.9855684827331914,22.43094890794875,0.0004,12.24022650718689
26,4.003537988662719,1.0,1.0,0.7564175128936768,2.636049066495616e-05,1.1505390882492066,1.0,1.0,0.7754288911819458,7.683990188525059e-06,,,0.0004,2.378249406814575
27,3.832351665496826,1.0,1.0,0.7564175128936768,2.5076036763493903e-05,1.0892405271530152,1.0,1.0,0.7754288911819458,7.5211724833934564e-06,,,0.0004,2.121619462966919
28,3.604044246673584,1.0,1.0,0.7564175128936768,2.347066401853226e-05,1.0926782035827636,1.0,1.0,0.7754288911819458,7.555443989986088e-06,,,0.0004,2.172528028488159
29,3.442251043319702,1.0,1.0,0.7564175724983215,2.2366235498338938e-05,1.0921111392974854,1.0,1.0,0.7754288911819458,7.5247236964059995e-06,,,0.0004,2.1392576694488525
30,3.294265031814575,1.0,1.0,0.7564175128936768,2.130777465936262e-05,1.0586205434799194,1.0,1.0,0.7754288911819458,7.3062657975242475e-06,4.8241127944780615,21.59240459620388,0.0004,12.048699855804443
