epoch,train_anchor_exact,train_loss,train_probe_ai_vs_zero_db,train_q_raw_mse,val_anchor_exact,val_probe_ai_to_h5_gap_db,val_probe_ai_vs_zero_db,val_q_raw_mse
1,0.035625,16.557804851531984,-22.94071259727939,0.0003986266115680337,0.0375,43.08935970896482,-17.270159040905657,0.00040934568853117525
2,0.05375,5.939601554870605,-21.870753410989902,0.00039945483556948604,0.0425,45.283383336325755,-19.46418266826659,0.0004182435618713498
