epoch,train_loss,val_loss,train_raw_mse,val_raw_mse,lr,seconds
1,1.6293115218480427,1.4985497792561848,2.5478610647648264e-05,2.2522429086772416e-05,0.0008,6.7664594650268555
2,1.2729812661806743,1.3891889850298564,1.989413127982213e-05,2.0581235124457937e-05,0.0008,0.047637939453125
3,1.172043780485789,1.3696079850196838,1.8271019447032206e-05,2.0398999064733896e-05,0.0008,0.03659772872924805
4,1.1387744545936584,1.3624954620997112,1.7729105517598025e-05,2.027102103359842e-05,0.0008,0.05535292625427246
5,1.1123796900113423,1.35783847173055,1.7391528065976065e-05,2.015510108321905e-05,0.0008,0.03171968460083008
6,1.0849949816862743,1.354155997435252,1.6917283877167694e-05,2.0072766346856952e-05,0.0008,0.03326535224914551
7,1.0802790721257527,1.352622111638387,1.683617241117948e-05,2.0051144626146804e-05,0.0008,0.034279823303222656
8,1.0721035997072856,1.3517891367276509,1.6697838721787168e-05,2.0085146995067287e-05,0.0008,0.03296303749084473
9,1.0642203191916149,1.3506282766660054,1.6516705879136378e-05,2.0034914996358566e-05,0.0008,0.032747507095336914
10,1.058408945798874,1.3496243357658386,1.6567287578557927e-05,2.000589241409519e-05,0.0008,0.03233957290649414
11,1.0493481655915577,1.3503180940945942,1.6325666820193874e-05,2.004441194003448e-05,0.0008,0.05118870735168457
12,1.0454293886820476,1.3505277236302693,1.6330295693478547e-05,2.0025564784494538e-05,0.0008,0.032279014587402344
13,1.0440161128838856,1.3504944642384846,1.6187687682152802e-05,2.0018308835763794e-05,0.0008,0.03301239013671875
14,1.0427423417568207,1.3504649599393208,1.6240037136109702e-05,2.0024814148200676e-05,0.0008,0.03494906425476074
15,1.0350524385770161,1.3497111996014912,1.612953383300919e-05,2.0004674297524616e-05,0.0008,0.034711360931396484
16,1.033608655134837,1.3495232065518696,1.6129925370478304e-05,2.0004252898312796e-05,0.0008,0.03057408332824707
17,1.0340452094872792,1.3507911165555317,1.607848116691457e-05,2.0039048952943023e-05,0.0008,0.02882242202758789
18,1.0311400492986043,1.351891537507375,1.6009038517950103e-05,2.0072665089780155e-05,0.0008,0.019683122634887695
19,1.0293028155962627,1.3509095311164856,1.6071712555761526e-05,2.0052257241331972e-05,0.0004,0.03455638885498047
20,1.0271567702293396,1.3503344257672627,1.5968574947085774e-05,2.0039257530394632e-05,0.0004,0.03382468223571777
21,1.023480385541916,1.3503092527389526,1.5874111492545733e-05,2.0042862161062658e-05,0.0004,0.031075239181518555
22,1.0230331321557362,1.3507185180981953,1.589951898495201e-05,2.0026448207014862e-05,0.0004,0.04806184768676758
23,1.023098647594452,1.3514515956242878,1.5972205346770352e-05,2.0021518745731253e-05,0.0004,0.036890268325805664
24,1.0183022618293762,1.3512627085049946,1.5911513552661443e-05,2.0035090832000908e-05,0.0004,0.03296661376953125
25,1.0208512544631958,1.3510712186495464,1.594190265071423e-05,2.0023371689603664e-05,0.0004,0.03249216079711914
26,1.0179103314876556,1.3507315913836162,1.5855445478033896e-05,2.0010197962013383e-05,0.0004,0.03368663787841797
27,1.017123967409134,1.3514896631240845,1.583676506318928e-05,2.0022244522503268e-05,0.0004,0.035180091857910156
28,1.0160609583059947,1.3528809746106465,1.5834523916661663e-05,2.0043606127728708e-05,0.0002,0.029863834381103516
29,1.0119091471036274,1.3527215321858723,1.5759043587119475e-05,2.0035427951370366e-05,0.0002,0.033242225646972656
30,1.0132032732168834,1.3525402744611104,1.574719681229908e-05,2.0043139860111598e-05,0.0002,0.01932072639465332
31,1.0095582604408264,1.3527278900146484,1.571547272760654e-05,2.0051124010933563e-05,0.0002,0.016982316970825195
32,1.0116707682609558,1.3533230026563008,1.5754523853199014e-05,2.0051375031471252e-05,0.0002,0.03360581398010254
33,1.0106270015239716,1.3539737264315288,1.5718060543197982e-05,2.0053010909274842e-05,0.0002,0.034636497497558594
34,1.0090186496575673,1.3546698292096455,1.5708745195297524e-05,2.0067088068268884e-05,0.0002,0.03431129455566406
35,1.008759041627248,1.3550023436546326,1.5708145383541705e-05,2.007488425685248e-05,0.0002,0.03249549865722656
36,1.0084355175495148,1.3552148938179016,1.5679532983388828e-05,2.007989011569104e-05,0.0002,0.0303194522857666
37,1.0061905284722645,1.3556595245997112,1.561501873463082e-05,2.0086351166052434e-05,0.0001,0.021161317825317383
38,1.0046517948309581,1.3562119603157043,1.5579511455143802e-05,2.0091613502396893e-05,0.0001,0.03227877616882324
39,1.005866567293803,1.3568076093991597,1.5623183874898434e-05,2.009901497027992e-05,0.0001,0.03136920928955078
40,1.0023244520028431,1.3574254711469014,1.5624245103632955e-05,2.010534505340426e-05,0.0001,0.033751726150512695
