epoch,train_loss,train_anchor_exact,train_anchor_within_1,train_local_capture,train_full_raw_mse,val_loss,val_anchor_exact,val_anchor_within_1,val_local_capture,val_full_raw_mse,replay_ai_vs_zero_db,replay_ai_to_h5_gap_db,lr,seconds
1,6796.847333984375,0.06729166666666667,0.18958333333333333,0.4877878725528717,0.06124313175678253,476.0201611328125,0.08166666666666667,0.26416666666666666,0.6032337546348572,0.004868011176586151,-26.73819842543414,52.34280984299665,0.0008,10.629059076309204
